Survived,SibSp,Parch,Cabin_No,Cabin_Yes,Embarked_C,Embarked_Q,Embarked_S,Sex_female,Sex_male,Pclass_1,Pclass_2,Pclass_3,Age_scaled,Fare_scaled
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.12144587312084248,-0.4894421904510968
0,0,0,1,0,0,0,1,0,1,0,0,1,0.07888806302320012,-0.4863374216869257
1,0,2,1,0,0,0,1,0,1,0,1,0,-2.088928205565304,-0.06451572512800753
1,0,0,1,0,0,0,1,1,0,0,0,1,0.027679735788706715,-0.397241430886295
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.5528092436707409,-0.46720946885967163
1,0,0,1,0,0,0,1,0,1,0,0,1,-0.04488138664372423,-0.45714212526638004
1,0,0,1,0,0,1,0,1,0,0,0,1,-0.5633262475912821,-0.49162277707340374
0,0,0,1,0,0,0,1,0,1,1,0,0,-0.11744250907615518,0.29992211294914856
1,0,0,1,0,0,0,1,1,0,0,1,0,-0.9156148558328956,-0.43700743807979686
1,3,0,1,0,0,0,1,1,0,0,0,1,0.24536310308599957,-0.32928686163157667
0,1,3,1,0,0,0,1,0,1,0,0,1,-0.9881759782653265,0.04370821849987721
0,0,0,1,0,0,0,1,0,1,0,0,1,0.07888806302320012,-0.4863374216869257
1,3,2,0,1,0,0,1,1,0,1,0,0,-0.4802481212383099,4.647001076532463
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.407686998805879,-0.4863374216869257
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.04488138664372423,-0.4863374216869257
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.6979314885356027,-0.4902797934380587
0,1,0,0,1,0,0,1,0,1,1,0,0,1.188657694707602,0.5833178351003071
0,1,2,1,0,0,0,1,0,1,0,0,1,-0.2625647539410171,-0.23415046467497105
0,0,0,1,0,0,0,1,0,1,0,0,1,2.1319522863292044,-0.5024451714361923
0,0,0,1,0,0,0,1,0,1,0,0,1,0.07888806302320012,-0.4863374216869257
0,0,0,0,1,1,0,0,0,1,1,0,0,3.0026857555183755,0.0493298231623713
1,0,1,0,1,1,0,0,0,1,1,0,0,-0.4802481212383099,0.6272778976347743
1,0,1,1,0,0,0,1,1,0,0,1,0,0.3179242255184305,-0.18532384824750675
0,1,0,1,0,0,0,1,0,1,0,1,0,0.3179242255184305,-0.12491978668775715
0,0,0,1,0,0,0,1,1,0,0,0,1,-0.11744250907615518,-0.4894421904510968
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.12144587312084248,-0.4894421904510968
0,0,1,0,1,0,0,1,0,1,1,0,0,-0.6253703661031718,0.907737982394129
0,0,0,1,0,0,0,1,0,1,0,0,1,0.24536310308599957,-0.4741720436887921
0,2,0,1,0,0,0,1,0,1,0,0,1,0.5356075928157233,-0.4888542575852486
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.11744250907615518,-0.4894421904510968
1,0,0,1,0,0,0,1,1,0,0,0,1,-0.6253703661031718,-0.494391296561559
1,0,0,1,0,0,0,1,0,1,0,0,1,-0.014794030503389689,-0.4918744606632361
0,0,0,1,0,0,0,1,0,1,0,0,1,0.6081687152481543,-0.4894421904510968
1,1,0,1,0,0,1,0,1,0,0,0,1,-0.9403408141467722,-0.1621689579829361
0,0,0,0,1,0,0,1,0,1,1,0,0,1.261218817140033,0.39858208016340624
0,1,0,1,0,1,0,0,1,0,0,0,1,-1.0970176619139729,-0.3573908580066095
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.5528092436707409,-0.4863374216869257
0,1,0,1,0,0,0,1,1,0,0,0,1,-0.6979314885356027,-0.4505983519307405
0,0,0,1,0,1,0,0,1,0,0,0,1,-0.9156148558328956,-0.3573083057891445
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.6253703661031718,-0.4888542575852486
0,0,0,1,0,0,1,0,0,1,0,0,1,2.9664051943021597,-0.49237782784290063
0,1,0,1,0,0,0,1,0,1,0,1,0,-0.04488138664372423,-0.22559322262067316
0,0,1,0,1,1,0,0,0,1,1,0,0,-0.407686998805879,4.335332226633905
0,4,2,1,0,0,0,1,1,0,0,0,1,-2.00403169231936,-0.01870931177853076
0,2,0,1,0,0,0,1,0,1,0,1,0,-0.6253703661031718,0.8314778546749452
0,0,0,1,0,0,0,1,0,1,0,0,1,0.07888806302320012,-0.4863374216869257
0,1,0,1,0,1,0,0,0,1,0,1,0,0.2090825418697841,-0.04295550208861426
1,0,0,0,1,0,0,1,1,0,0,1,0,0.2090825418697841,-0.3866707201133388
0,0,1,0,1,0,0,1,0,1,1,0,0,1.7691466741670494,0.907737982394129
1,1,0,1,0,1,0,0,0,1,0,0,1,-1.2784204679950504,-0.42207354059350805
0,0,0,1,0,0,1,0,0,1,0,0,1,0.9135732177236039,-0.49237782784290063
1,0,0,1,0,0,0,1,0,1,0,0,1,-0.407686998805879,-0.5046257580584992
1,1,1,0,1,1,0,0,1,0,0,0,1,-1.7605185306331874,-0.19824427701513722
0,0,0,1,0,0,0,1,0,1,0,0,1,1.116096572275171,-0.5079822104125026
0,0,0,1,0,1,0,0,0,1,0,0,1,0.24536310308599957,-0.4894421904510968
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.6979314885356027,-0.5064721088735089
0,1,0,1,0,0,0,1,1,0,0,0,1,1.261218817140033,-0.35646868933346404
1,1,0,1,0,0,0,1,1,0,0,1,0,-0.04488138664372423,-0.12491978668775715
0,0,0,1,0,0,0,1,0,1,0,1,0,-0.33512587637344804,-0.3866707201133388
0,0,0,1,0,1,0,0,0,1,0,1,0,-0.4802481212383099,-0.3454791770670269
1,0,2,0,1,0,0,1,1,0,1,0,0,-0.7704926109680337,-0.11921562980779811
0,1,0,0,1,0,0,1,0,1,1,0,0,0.5356075928157233,0.4207302360686478
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.9881759782653265,-0.4628462821463391
0,0,0,0,1,1,0,0,0,1,1,0,0,-0.407686998805879,0.9462455716384695
0,0,2,1,0,1,0,0,1,0,0,0,1,-0.018831943690481395,-0.3414522396297103
1,0,0,1,0,0,0,1,1,0,0,0,1,-0.5528092436707409,-0.49237782784290063
1,1,0,1,0,0,0,1,1,0,0,0,1,-0.407686998805879,-0.32928686163157667
0,0,0,1,0,0,1,0,0,1,0,0,1,-0.7704926109680337,-0.5125125150294839
0,0,0,1,0,0,0,1,0,1,0,1,0,-0.8430537334004646,-0.41687275089321363
0,1,1,1,0,0,0,1,0,1,0,1,0,-0.7704926109680337,0.09152810056801232
1,0,0,1,0,0,0,1,0,1,0,0,1,-0.19000363150858612,-0.49145565916975514
0,2,2,1,0,0,0,1,1,0,0,0,1,-1.4961038352923433,0.04370821849987721
0,0,2,0,1,0,0,1,0,1,0,1,0,0.49932703159950786,-0.12491978668775715
0,0,0,1,0,0,0,1,0,1,0,1,0,0.8984132049778781,-0.3866707201133388
0,0,0,1,0,0,0,1,0,1,0,1,0,1.5514633068697565,-0.39623469652696586
1,1,0,0,1,0,0,1,1,0,1,0,0,-0.5528092436707409,0.6925485130875209
0,0,0,1,0,0,0,1,0,1,0,0,1,1.877988357815696,-0.4863374216869257
0,0,2,1,0,0,0,1,0,1,0,0,1,0.7895715213292317,-0.35646868933346404
0,0,0,1,0,0,0,1,0,1,0,0,1,0.08244656080367252,-0.5011867534870308
0,0,1,1,0,1,0,0,0,1,1,0,0,1.5514633068697565,0.5874293382238074
1,0,0,1,0,0,1,0,1,0,0,0,1,-0.9881759782653265,-0.49271407711891657
0,0,0,1,0,0,0,1,0,1,0,0,1,0.027679735788706715,-0.4863374216869257
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.2896705275526111,-0.47400492578514347
0,8,2,1,0,0,0,1,0,1,0,0,1,-1.6433212375439457,0.7519458402879414
0,0,1,1,0,0,0,1,0,1,0,0,1,1.04353544984274,-0.32425318983493084
1,0,0,1,0,0,0,1,1,0,0,1,0,0.7532909601130162,-0.331300330350235
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.2625647539410171,-0.4918744606632361
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.9156148558328956,-0.47400492578514347
0,4,1,1,0,0,0,1,0,1,0,0,1,-2.0765928147517907,0.1506737441786005
1,0,2,1,0,0,0,1,0,1,0,0,1,-1.4961038352923433,-0.2351571990343002
1,0,1,0,1,0,0,1,1,0,1,0,0,0.7378269755706248,0.4589861417231558
0,1,4,1,0,0,0,1,1,0,0,0,1,1.116096572275171,-0.08666388103324908
0,0,0,1,0,0,0,1,0,1,1,0,0,1.614700756981064,-0.12642988822675086
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.11744250907615518,0.48910360681684706
0,0,0,0,1,0,0,1,0,1,1,0,0,2.277074531194066,0.026090367211616904
0,4,1,1,0,0,1,0,0,1,0,0,1,-1.8589094474544978,-0.06199888922968463
1,1,1,1,0,0,0,1,1,0,0,0,1,-2.0765928147517907,-0.4242561406845337
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.6253703661031718,-0.4888542575852486
0,0,0,0,1,1,0,0,0,1,1,0,0,1.9142689190319113,-0.030371322596999754
0,1,1,1,0,0,0,1,0,1,0,0,1,-0.8430537334004646,-0.4902797934380587
0,3,1,1,0,0,0,1,0,1,0,0,1,-1.8155141522221043,-0.13565761536436197
0,0,0,0,1,1,0,0,1,0,1,0,0,1.4789021844373256,-0.07030444769415023
0,0,0,1,0,0,0,1,0,1,0,1,0,0.027679735788706715,-0.3866707201133388
0,0,0,1,0,0,0,1,0,1,0,0,1,0.4630464703832924,-0.6484216535389205
0,8,2,1,0,0,0,1,1,0,0,0,1,-1.0396109442986037,0.7519458402879414
0,0,0,1,0,1,0,0,0,1,0,1,0,0.1323028057159167,-0.34539461138084326
0,4,2,1,0,0,0,1,0,1,0,0,1,-1.4961038352923433,-0.016444159470040135
1,2,1,0,1,0,0,1,0,1,0,1,0,-2.0765928147517907,0.13683114673782454
1,0,2,1,0,0,0,1,1,0,0,0,1,-1.8589094474544978,-0.20495516825442542
0,0,0,0,1,0,0,1,0,1,1,0,0,2.057964733164956,0.3583127057902398
1,1,0,1,0,0,1,0,1,0,0,0,1,-0.018940785374130045,-0.3363340021468808
1,0,0,1,0,0,0,1,0,1,1,0,0,1.116096572275171,-0.11384570873513637
0,1,1,1,0,0,1,0,0,1,0,0,1,0.7532909601130162,-0.3363340021468808
0,0,0,1,0,0,0,1,0,1,0,0,1,0.4630464703832924,-0.4894421904510968
1,0,0,1,0,0,0,1,1,0,0,1,0,0.1728019806535686,-0.3866707201133388
0,0,0,1,0,0,0,1,0,1,0,1,0,-0.7704926109680337,-0.3866707201133388
1,1,0,1,0,0,0,1,1,0,0,0,1,-0.7704926109680337,-0.4902797934380587
1,1,1,0,1,0,0,1,0,1,0,1,0,-1.9314705698869288,-0.12491978668775715
1,0,0,0,1,1,0,0,1,0,1,0,0,1.04353544984274,-0.09027201697708476
1,0,0,0,1,1,0,0,1,0,1,0,0,2.0593911638967732,2.301728820789
0,0,0,1,0,0,1,0,0,1,0,0,1,0.9135732177236039,-0.49237782784290063
0,0,1,1,0,0,0,1,0,1,0,0,1,0.8984132049778781,-0.47920571548543794
1,0,0,1,0,0,1,0,1,0,0,0,1,-0.2551338307764867,-0.49237782784290063
0,0,0,1,0,0,0,1,1,0,0,1,0,-0.407686998805879,-0.3866707201133388
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.11744250907615518,-0.45714212526638004
0,8,2,1,0,0,0,1,0,1,0,0,1,-1.0456455533927085,0.7519458402879414
0,0,0,1,0,0,0,1,0,1,0,0,1,0.3179242255184305,-0.5176307525123133
0,0,0,1,0,1,0,0,0,1,0,0,1,1.1523771334913864,-0.5029485386158568
1,0,0,1,0,0,0,1,0,1,0,0,1,-0.8430537334004646,-0.4863374216869257
0,0,1,0,1,0,0,1,1,0,0,0,1,-2.00403169231936,-0.43776248884929375
0,1,0,1,0,0,0,1,0,1,0,0,1,0.1728019806535686,-0.32928686163157667
1,0,0,1,0,1,0,0,0,1,0,0,1,-0.2625647539410171,-0.2701412180209885
1,0,0,1,0,0,1,0,1,0,0,0,1,-0.9881759782653265,-0.49237782784290063
1,0,0,0,1,1,0,0,0,1,1,0,0,0.7532909601130162,-0.024246350754841113
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.407686998805879,-0.5064721088735089
1,0,0,1,0,0,0,1,1,0,0,1,0,0.3904853479508615,-0.22559322262067316
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.5528092436707409,-0.5024451714361923
0,0,0,1,0,0,0,1,0,1,0,1,0,0.027679735788706715,-0.3866707201133388
0,1,0,1,0,0,1,0,0,1,0,0,1,0.2356582098254148,-0.49237782784290063
1,1,0,0,1,1,0,0,1,0,1,0,0,0.10024085822113767,1.6323350375212924
1,0,0,1,0,0,0,1,1,0,0,0,1,-0.19000363150858612,-0.4888542575852486
0,1,0,1,0,0,0,1,0,1,0,1,0,0.8984132049778781,-0.10478509950117394
1,0,0,0,1,1,0,0,1,0,1,0,0,0.1728019806535686,0.8876878608937296
0,0,0,1,0,0,0,1,0,1,0,1,0,0.027679735788706715,-0.43700743807979686
1,0,0,1,0,0,0,1,0,1,0,0,1,-0.9881759782653265,-0.4863374216869257
0,0,0,1,0,0,0,1,0,1,0,1,0,-0.19000363150858612,-0.3866707201133388
0,0,0,1,0,0,0,1,0,1,0,0,1,1.5514633068697565,-0.4863374216869257
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.12144587312084248,-0.4894421904510968
1,1,0,0,1,0,0,1,0,1,1,0,0,0.6081687152481543,1.163700193253568
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.5528092436707409,-0.4601623283443675
1,0,0,1,0,0,0,1,0,1,0,1,0,-0.7704926109680337,-0.43700743807979686
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.6616509273193872,-0.5024451714361923
0,0,0,1,0,0,0,1,0,1,0,1,0,-0.8430537334004646,-0.3866707201133388
0,3,1,1,0,0,0,1,1,0,0,0,1,-1.7540912348535855,-0.13565761536436197
1,1,0,0,1,0,0,1,1,0,1,0,0,0.3904853479508615,1.0323213593611125
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.04488138664372423,-0.4918744606632361
0,0,0,1,0,0,0,1,0,1,0,1,0,2.1319522863292044,-0.3766033765200472
1,4,2,1,0,0,0,1,1,0,0,0,1,-1.786348325022067,-0.016444159470040135
0,0,0,1,0,0,0,1,0,1,0,1,0,-0.407686998805879,-0.43700743807979686
0,0,0,1,0,0,0,1,1,0,0,0,1,-0.5941187284726683,-0.49640476528021726
0,1,0,1,0,0,0,1,0,1,0,1,0,1.04353544984274,-0.12491978668775715
1,0,2,1,0,0,0,1,1,0,0,1,0,-1.5686649577247742,-0.11988611489111134
0,0,0,1,0,0,0,1,0,1,0,1,0,-0.7704926109680337,-0.43700743807979686
0,0,0,1,0,0,0,1,0,1,0,1,0,0.24536310308599957,-0.4012683683236117
0,1,0,1,0,1,0,0,1,0,0,0,1,-1.029614154605464,-0.3573908580066095
1,1,0,1,0,0,1,0,1,0,0,0,1,-0.9817691645015798,-0.3363340021468808
0,0,0,1,0,0,0,1,0,1,0,1,0,-0.04488138664372423,-0.43700743807979686
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.5528092436707409,-0.5049620073345151
0,0,0,1,0,1,0,0,0,1,0,0,1,0.027679735788706715,-0.5029485386158568
0,2,0,0,1,0,1,0,0,1,1,0,0,1.04353544984274,1.163700193253568
0,0,0,1,0,0,0,1,1,0,0,0,1,-0.33512587637344804,-0.4918744606632361
1,0,2,1,0,0,0,1,1,0,0,1,0,-0.407686998805879,-0.35646868933346404
1,1,1,0,1,0,0,1,0,1,1,0,0,0.5356075928157233,0.40974072380221066
0,1,0,1,0,0,0,1,0,1,0,1,0,1.7691466741670494,-0.12491978668775715
0,0,0,1,0,0,0,1,0,1,0,0,1,0.08244656080367252,-0.5024451714361923
0,1,1,0,1,0,0,1,1,0,0,0,1,-0.04488138664372423,-0.43776248884929375
0,0,0,0,1,0,0,1,0,1,1,0,0,2.3496356536264966,-0.11384570873513637
0,1,0,1,0,0,0,1,0,1,0,0,1,0.027679735788706715,-0.32425318983493084
0,0,2,1,0,0,0,1,1,0,0,0,1,0.8258520825454472,-0.2414492887801075
1,0,2,1,0,1,0,0,1,0,0,0,1,-0.04488138664372423,-0.3414522396297103
1,0,0,1,0,1,0,0,1,0,1,0,0,1.5092930284515316,0.9462455716384695
1,0,0,0,1,0,0,1,1,0,1,0,0,0.027679735788706715,1.093228788100527
1,0,0,1,0,1,0,0,1,0,1,0,0,0.3904853479508615,9.667166525013505
1,0,1,1,0,0,0,1,1,0,0,1,0,1.4789021844373256,-0.12491978668775715
0,0,0,1,0,0,1,0,0,1,0,0,1,0.9135732177236039,-0.49237782784290063
1,4,2,1,0,0,0,1,0,1,0,0,1,-1.9314705698869288,-0.016444159470040135
0,1,1,0,1,0,0,1,0,1,1,0,0,1.6240244293021875,0.955306180872432
0,0,0,0,1,0,0,1,0,1,1,0,0,0.7532909601130162,-0.6484216535389205
0,0,0,1,0,0,1,0,1,0,0,0,1,-0.2551338307764867,-0.49237782784290063
0,0,0,1,0,0,0,1,0,1,0,1,0,0.4630464703832924,-0.43700743807979686
0,4,1,1,0,0,0,1,0,1,0,0,1,-0.9881759782653265,0.1506737441786005
1,1,0,1,0,0,0,1,0,1,0,0,1,-0.33512587637344804,-0.4918744606632361
1,0,1,0,1,0,0,1,1,0,1,0,0,2.0593911638967732,2.441497778832105
1,0,0,0,1,0,0,1,1,0,1,0,0,0.3904853479508615,2.0825124140450755
0,0,0,1,0,0,0,1,0,1,1,0,0,0.9501488965519024,-0.024246350754841113
1,0,0,1,0,0,0,1,0,1,0,0,1,-0.33512587637344804,-0.6484216535389205
1,0,1,1,0,0,0,1,1,0,0,1,0,0.8258520825454472,-0.255795253400548
0,0,1,0,1,1,0,0,0,1,1,0,0,0.5356075928157233,-0.05042144409739929
1,0,0,1,0,0,1,0,1,0,0,0,1,-0.2551338307764867,-0.49237782784290063
1,1,0,0,1,0,0,1,1,0,1,0,0,2.422196776058928,0.921244330558889
0,0,0,1,0,0,0,1,1,0,0,0,1,1.116096572275171,-0.49237782784290063
0,0,0,1,0,0,0,1,0,1,0,1,0,0.41454529154670444,-0.6484216535389205
0,4,1,1,0,0,1,0,0,1,0,0,1,-1.6412260801572052,-0.06199888922968463
1,1,1,1,0,0,0,1,1,0,0,0,1,0.3904853479508615,-0.24069423801061057
0,0,0,1,0,0,1,0,0,1,0,0,1,2.5673190209237897,-0.49237782784290063
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.11744250907615518,-0.4902797934380587
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.9881759782653265,-0.45714212526638004
1,0,0,1,0,0,0,1,0,1,0,0,1,-0.7704926109680337,-0.4863374216869257
0,0,0,0,1,0,0,1,0,1,1,0,0,1.8542909318167249,-0.12491978668775715
0,0,0,1,0,1,0,0,0,1,0,0,1,0.24536310308599957,-0.47400492578514347
1,0,0,1,0,0,0,1,0,1,0,0,1,0.027679735788706715,-0.45714212526638004
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.5528092436707409,-0.4894421904510968
1,0,0,1,0,0,0,1,0,1,0,1,0,0.8984132049778781,-0.3866707201133388
1,0,0,1,0,0,1,0,1,0,0,0,1,-0.5528092436707409,-0.49237782784290063
1,0,0,1,0,0,0,1,1,0,1,0,0,-0.2625647539410171,0.9391984311231651
1,1,0,0,1,1,0,0,1,0,1,0,0,-0.7704926109680337,1.1854295476653287
0,0,0,0,1,1,0,0,0,1,0,1,0,0.4630464703832924,-0.3891875560116617
0,0,0,1,0,0,0,1,1,0,0,0,1,-0.407686998805879,-0.4702296719376591
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.407686998805879,-0.4894421904510968
0,0,0,1,0,1,0,0,0,1,1,0,0,0.6101867935566225,-0.09027201697708476
0,0,0,1,0,1,0,0,0,1,0,0,1,-0.4439675600220944,-0.5028639729296732
0,1,2,0,1,0,0,1,1,0,1,0,0,-2.00403169231936,2.4029901895877646
1,0,0,0,1,0,0,1,0,1,1,0,0,0.9232360626240015,-0.034313694348132716
1,0,1,0,1,1,0,0,1,0,1,0,0,1.4789021844373256,4.335332226633905
1,0,0,1,0,0,1,0,1,0,0,0,1,-0.2551338307764867,-0.49237782784290063
1,2,0,1,0,0,1,0,0,1,0,0,1,-0.43082891110458327,-0.18029017645086096
0,0,0,1,0,0,0,1,0,1,0,0,1,-0.7704926109680337,-0.6484216535389205
1,0,0,0,1,0,1,0,1,0,0,1,0,-0.11807960931024686,-0.3997582667846179
0,0,0,1,0,0,0,1,0,1,0,0,1,0.07888806302320012,-0.4863374216869257
